"rol","unidad","años_institucion","comp_digital","uso_plataformas","uso_herramientas_av","actitud_cambio","capacitacion_ti","frecuencia_uso","plan_td","liderazgo_td","presupuesto_ti","dig_matricula","dig_notas","dig_titulacion","dig_pagos","firma_electronica","exp_facilidad","exp_confiabilidad","exp_servicios_enlinea","exp_satisfaccion","problemas_acceso","madurez_actual","madurez_futura","prob_avance_5a"
"Estudiante","Facultad de Ingeniería Química y Agroindustria",9,1,5,2,3,1,3,NA,NA,NA,4,4,2,NA,0,1,5,4,2,1,5,4,3
"Estudiante","Facultad de Geología y Petróleos",2,NA,4,3,5,0,1,NA,NA,NA,3,3,4,5,0,5,2,3,3,0,3,1,3
"Estudiante","Facultad de Ingeniería Civil y Ambiental",8,4,3,5,1,2,4,NA,NA,NA,2,3,2,3,0,2,2,2,1,1,5,2,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",16,5,4,5,3,3,NA,NA,NA,NA,NA,NA,4,4,0,4,5,4,4,1,2,3,3
"Estudiante","Facultad de Ingeniería de Sistemas",5,1,5,2,5,0,1,NA,NA,NA,3,2,4,5,1,1,4,2,2,1,3,5,1
"Estudiante","Facultad de Geología y Petróleos",12,3,2,4,NA,2,2,NA,NA,NA,2,4,1,NA,0,2,3,2,1,1,3,3,3
"Estudiante","Facultad de Ciencias",4,3,2,1,4,2,3,NA,NA,NA,2,5,3,4,1,5,5,3,2,1,4,2,4
"Estudiante","Facultad de Ingeniería Mecánica",5,NA,3,4,NA,1,4,NA,NA,NA,2,2,4,3,0,3,3,1,3,0,4,4,3
"Estudiante","Facultad de Geología y Petróleos",11,NA,2,2,1,0,1,NA,NA,NA,4,4,NA,3,0,2,2,3,2,0,3,2,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",4,5,3,2,4,NA,3,NA,NA,NA,4,4,4,2,1,5,3,3,4,1,4,5,1
"Estudiante","Facultad de Ingeniería de Sistemas",2,3,5,NA,1,3,NA,NA,NA,NA,3,2,NA,3,1,3,1,5,4,1,5,4,3
"Estudiante","Facultad de Ciencias Administrativas",16,3,2,1,2,1,2,NA,NA,NA,1,NA,1,4,0,4,1,3,1,0,4,3,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",10,3,1,1,5,1,3,NA,NA,NA,5,5,1,1,1,2,3,2,3,1,3,4,1
"Estudiante","Facultad de Geología y Petróleos",4,5,5,4,4,3,NA,NA,NA,NA,5,NA,1,5,1,2,4,4,3,1,4,3,3
"Estudiante","Facultad de Geología y Petróleos",4,NA,NA,1,4,1,NA,NA,NA,NA,4,1,2,3,1,5,2,2,1,0,5,NA,1
"Estudiante","Facultad de Ingeniería Mecánica",19,4,5,1,4,0,1,NA,NA,NA,3,3,2,3,NA,2,1,4,4,1,2,5,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",28,5,2,4,1,1,4,NA,NA,NA,NA,5,1,NA,1,2,1,5,2,0,2,4,1
"Estudiante","Facultad de Ciencias Administrativas",9,3,2,5,4,0,2,NA,NA,NA,5,3,5,4,0,5,3,4,2,0,5,3,1
"Estudiante","Facultad de Ingeniería de Sistemas",13,NA,4,NA,3,0,1,NA,NA,NA,3,3,NA,5,0,2,4,3,2,1,3,3,1
"Estudiante","Facultad de Geología y Petróleos",15,2,2,5,4,2,3,NA,NA,NA,4,4,5,2,0,5,5,3,2,0,4,5,1
"Estudiante","Facultad de Ciencias",4,5,5,3,2,1,NA,NA,NA,NA,4,5,4,1,0,4,4,3,2,0,3,3,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",6,4,NA,2,3,3,4,NA,NA,NA,4,3,5,3,0,4,4,3,3,0,2,2,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",2,3,4,3,5,2,3,NA,NA,NA,1,NA,3,2,0,5,3,5,3,0,1,5,3
"Estudiante","Facultad de Ciencias",4,3,4,3,NA,3,3,NA,NA,NA,NA,4,2,2,1,3,1,4,3,0,4,3,4
"Estudiante","Facultad de Ciencias",12,2,NA,1,4,0,1,NA,NA,NA,1,4,1,1,0,1,3,3,5,1,2,2,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",6,4,1,1,NA,0,2,NA,NA,NA,NA,5,NA,2,1,4,3,3,3,0,3,4,3
"Estudiante","Facultad de Ciencias Administrativas",7,4,1,4,NA,NA,4,NA,NA,NA,3,4,1,1,1,3,4,3,3,1,1,4,3
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",7,2,3,3,1,0,NA,NA,NA,NA,5,2,4,2,NA,5,1,4,1,0,2,3,4
"Estudiante","Facultad de Ingeniería Mecánica",3,2,2,1,5,0,1,NA,NA,NA,1,NA,4,3,1,2,4,3,1,1,1,5,2
"Estudiante","Facultad de Ingeniería de Sistemas",13,1,2,2,3,0,4,NA,NA,NA,4,5,5,4,0,4,3,3,4,0,4,4,1
"Estudiante","Facultad de Geología y Petróleos",1,4,3,NA,2,3,2,NA,NA,NA,5,1,2,2,0,5,1,3,3,0,2,4,3
"Estudiante","Facultad de Ciencias Administrativas",7,4,4,1,1,0,3,NA,NA,NA,5,3,2,NA,1,5,1,2,3,1,1,5,3
"Estudiante","Facultad de Ciencias Administrativas",5,3,1,NA,3,0,1,NA,NA,NA,3,4,2,3,1,4,2,5,3,1,NA,4,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",7,NA,NA,3,5,3,2,NA,NA,NA,NA,4,4,NA,0,3,5,4,3,1,2,3,1
"Estudiante","Facultad de Ingeniería Mecánica",17,NA,4,1,NA,NA,4,NA,NA,NA,2,3,4,5,1,3,4,4,2,0,2,2,2
"Estudiante","Facultad de Ingeniería de Sistemas",5,2,3,2,3,3,1,NA,NA,NA,3,3,4,4,0,2,3,3,4,1,1,3,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",3,2,3,3,NA,3,2,NA,NA,NA,1,5,3,4,1,1,2,4,2,0,4,2,1
"Estudiante","Facultad de Ciencias Administrativas",1,3,4,3,1,2,NA,NA,NA,NA,2,1,2,3,NA,5,3,5,2,0,1,4,4
"Estudiante","Facultad de Ciencias",3,2,3,2,4,3,2,NA,NA,NA,1,5,3,5,1,4,1,4,2,0,1,3,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",1,1,4,2,1,2,2,NA,NA,NA,4,5,5,1,NA,4,5,3,1,1,3,NA,2
"Estudiante","Facultad de Ingeniería de Sistemas",10,3,4,4,NA,3,2,NA,NA,NA,3,NA,1,2,1,1,3,4,2,1,3,NA,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",3,2,1,1,2,1,2,NA,NA,NA,5,NA,1,NA,1,4,4,1,4,1,5,4,2
"Estudiante","Facultad de Ingeniería Mecánica",10,3,3,3,2,0,1,NA,NA,NA,5,4,2,1,1,3,4,5,3,1,2,3,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",7,4,NA,1,5,3,1,NA,NA,NA,2,5,NA,2,1,5,3,1,2,1,2,5,3
"Estudiante","Facultad de Ciencias",1,3,2,5,4,NA,3,NA,NA,NA,2,3,2,3,0,5,1,1,1,0,2,2,4
"Estudiante","Facultad de Ciencias Administrativas",3,4,1,4,1,2,NA,NA,NA,NA,3,4,2,3,1,5,1,1,3,1,1,3,1
"Estudiante","Facultad de Ingeniería de Sistemas",13,3,3,4,3,0,4,NA,NA,NA,1,3,NA,1,0,3,5,5,3,0,NA,4,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",13,3,3,2,3,NA,2,NA,NA,NA,2,5,NA,5,1,3,5,1,4,1,2,4,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",20,2,5,2,5,0,2,NA,NA,NA,3,1,1,2,1,4,5,3,5,1,5,4,1
"Estudiante","Facultad de Ingeniería de Sistemas",8,2,3,1,4,3,3,NA,NA,NA,3,NA,2,NA,0,3,5,3,5,1,5,4,4
"Estudiante","Facultad de Ingeniería Química y Agroindustria",1,NA,1,4,NA,2,NA,NA,NA,NA,NA,4,3,4,NA,3,2,3,5,1,4,3,1
"Estudiante","Facultad de Ciencias",3,NA,3,3,2,3,4,NA,NA,NA,5,NA,3,1,1,3,1,2,3,0,4,4,4
"Estudiante","Facultad de Geología y Petróleos",10,4,4,2,5,2,2,NA,NA,NA,3,4,4,3,1,3,4,3,3,0,2,3,2
"Estudiante","Facultad de Ciencias",19,2,1,3,4,3,NA,NA,NA,NA,2,4,5,3,0,5,2,3,2,0,5,NA,2
"Estudiante","Facultad de Geología y Petróleos",9,1,2,1,1,3,2,NA,NA,NA,5,2,3,3,NA,3,3,2,2,1,5,2,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",15,2,4,4,1,1,4,NA,NA,NA,5,NA,2,1,1,2,4,5,3,1,3,5,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",13,4,4,2,4,NA,NA,NA,NA,NA,4,3,4,2,1,3,4,4,5,1,NA,4,1
"Estudiante","Facultad de Geología y Petróleos",1,1,2,5,5,2,2,NA,NA,NA,5,2,5,3,1,5,3,3,4,0,4,3,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",7,5,1,3,3,3,2,NA,NA,NA,4,3,1,3,1,5,4,3,4,0,4,5,3
"Estudiante","Facultad de Ingeniería Mecánica",16,3,2,2,2,0,2,NA,NA,NA,3,NA,3,3,0,2,3,2,1,1,4,4,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",13,3,2,4,NA,0,4,NA,NA,NA,5,3,NA,5,1,4,5,2,3,1,3,NA,2
"Estudiante","Facultad de Geología y Petróleos",11,4,1,4,5,3,NA,NA,NA,NA,1,4,4,3,0,1,2,4,3,1,2,3,1
"Estudiante","Facultad de Ciencias Administrativas",11,2,3,5,4,NA,1,NA,NA,NA,4,2,4,4,1,2,5,3,3,1,3,3,1
"Estudiante","Facultad de Ciencias",5,5,1,3,1,2,2,NA,NA,NA,3,5,5,3,1,1,3,1,5,0,4,3,1
"Estudiante","Facultad de Geología y Petróleos",0,1,3,1,1,3,1,NA,NA,NA,NA,4,2,3,1,4,5,3,4,0,3,2,1
"Estudiante","Facultad de Ciencias",16,NA,3,4,5,1,3,NA,NA,NA,2,3,3,3,0,1,2,1,4,1,3,3,3
"Estudiante","Facultad de Ciencias",1,4,3,1,3,0,1,NA,NA,NA,3,1,3,2,1,5,1,2,4,0,3,3,4
"Estudiante","Facultad de Ingeniería Mecánica",2,5,3,2,1,0,4,NA,NA,NA,2,2,3,NA,0,2,5,5,4,1,NA,4,2
"Estudiante","Facultad de Ciencias",12,3,3,4,5,1,3,NA,NA,NA,3,2,3,4,1,3,3,2,5,0,4,3,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",0,3,1,1,3,1,4,NA,NA,NA,3,2,1,3,0,3,3,4,4,1,2,NA,3
"Estudiante","Facultad de Geología y Petróleos",5,3,2,4,2,2,NA,NA,NA,NA,4,1,3,2,0,5,2,3,5,1,1,4,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",1,5,5,NA,4,1,2,NA,NA,NA,2,4,3,5,1,1,4,3,5,1,NA,3,1
"Estudiante","Facultad de Ciencias",12,5,NA,3,5,2,2,NA,NA,NA,5,2,4,NA,0,4,5,5,2,0,4,5,3
"Estudiante","Facultad de Ciencias",11,5,2,3,2,2,2,NA,NA,NA,3,1,3,3,0,2,2,2,4,1,2,4,1
"Estudiante","Facultad de Ciencias Administrativas",11,3,5,NA,4,2,2,NA,NA,NA,2,5,3,1,1,4,5,2,5,1,3,2,4
"Estudiante","Facultad de Ciencias Administrativas",11,3,4,4,4,2,3,NA,NA,NA,3,3,NA,1,0,4,3,1,1,1,3,4,3
"Estudiante","Facultad de Ingeniería de Sistemas",11,4,2,2,3,1,1,NA,NA,NA,3,3,4,3,1,5,3,2,4,1,3,5,1
"Estudiante","Facultad de Ingeniería de Sistemas",12,5,3,3,5,0,3,NA,NA,NA,4,2,3,2,0,3,5,3,2,1,5,3,2
"Estudiante","Facultad de Ingeniería Mecánica",4,4,2,3,5,3,1,NA,NA,NA,1,3,4,2,1,5,2,3,3,1,2,2,4
"Estudiante","Facultad de Ingeniería Química y Agroindustria",7,2,3,2,2,2,3,NA,NA,NA,4,3,4,2,1,1,4,4,4,1,3,NA,3
"Estudiante","Facultad de Ingeniería Mecánica",9,2,4,NA,NA,0,2,NA,NA,NA,4,2,3,3,1,2,3,3,1,0,2,5,2
"Estudiante","Facultad de Geología y Petróleos",12,2,NA,NA,3,NA,4,NA,NA,NA,5,NA,5,1,1,1,5,2,1,1,NA,4,1
"Estudiante","Facultad de Ciencias Administrativas",1,2,3,4,2,1,2,NA,NA,NA,3,4,4,1,0,2,2,3,3,1,3,NA,4
"Estudiante","Facultad de Ingeniería Mecánica",5,4,NA,4,4,0,4,NA,NA,NA,3,NA,1,1,1,4,2,3,4,1,2,2,3
"Estudiante","Facultad de Ingeniería de Sistemas",2,4,2,5,3,3,2,NA,NA,NA,3,3,5,3,1,1,1,2,1,0,2,2,1
"Estudiante","Facultad de Ingeniería Mecánica",14,2,3,3,4,3,3,NA,NA,NA,4,2,1,5,0,3,1,1,3,0,NA,5,3
"Estudiante","Facultad de Ciencias",16,4,3,3,2,2,3,NA,NA,NA,3,3,3,5,0,4,2,5,3,1,4,2,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",13,4,5,4,1,0,2,NA,NA,NA,1,NA,3,3,0,3,2,3,2,1,4,2,2
"Estudiante","Facultad de Ingeniería de Sistemas",1,1,2,NA,3,1,4,NA,NA,NA,2,NA,3,4,0,2,3,3,4,1,4,NA,2
"Estudiante","Facultad de Ingeniería Mecánica",11,1,1,2,3,3,1,NA,NA,NA,NA,4,1,1,1,2,2,1,3,0,2,3,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",15,2,5,2,5,3,NA,NA,NA,NA,3,1,5,3,0,5,3,4,5,0,3,1,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",9,4,3,1,1,3,4,NA,NA,NA,5,2,2,5,0,5,2,4,1,0,2,2,4
"Estudiante","Facultad de Ciencias Administrativas",5,3,5,5,2,2,4,NA,NA,NA,5,NA,1,1,0,3,1,1,3,1,2,3,2
"Estudiante","Facultad de Ciencias",1,3,2,3,4,NA,4,NA,NA,NA,3,3,1,3,0,5,1,2,2,0,2,5,2
"Estudiante","Facultad de Ingeniería Mecánica",4,4,4,4,4,2,1,NA,NA,NA,4,4,1,NA,1,1,3,3,3,0,NA,4,2
"Estudiante","Facultad de Geología y Petróleos",12,5,5,5,3,1,2,NA,NA,NA,2,3,3,3,1,3,3,2,2,0,5,4,4
"Estudiante","Facultad de Ciencias Administrativas",5,5,1,NA,1,0,1,NA,NA,NA,3,3,NA,3,0,2,3,2,3,1,4,NA,4
"Estudiante","Facultad de Ciencias",9,4,5,1,5,0,2,NA,NA,NA,2,NA,3,1,0,1,3,2,3,1,3,5,2
"Estudiante","Facultad de Ciencias Administrativas",16,1,NA,1,3,0,3,NA,NA,NA,5,3,3,3,0,3,3,5,1,1,4,2,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",11,1,3,3,2,2,4,NA,NA,NA,4,3,1,1,1,5,1,5,2,0,3,3,2
"Estudiante","Facultad de Ciencias",16,2,3,5,2,1,2,NA,NA,NA,NA,2,3,4,0,1,2,4,2,1,4,3,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",2,3,3,5,5,NA,NA,NA,NA,NA,3,5,2,4,1,4,2,4,2,0,3,3,3
"Estudiante","Facultad de Ciencias Administrativas",6,2,5,1,5,0,4,NA,NA,NA,3,1,2,1,1,4,4,4,4,1,4,5,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",8,4,4,2,1,0,2,NA,NA,NA,2,2,5,NA,1,2,3,3,3,0,2,NA,2
"Estudiante","Facultad de Ciencias Administrativas",11,5,4,2,1,2,4,NA,NA,NA,2,3,5,4,1,2,2,3,3,1,4,1,4
"Estudiante","Facultad de Ciencias Administrativas",1,4,3,4,1,0,4,NA,NA,NA,4,4,3,1,1,3,4,2,4,1,3,2,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",13,1,3,3,3,0,2,NA,NA,NA,4,5,4,5,0,3,5,2,5,0,3,5,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",10,5,3,2,5,NA,1,NA,NA,NA,NA,3,3,3,0,2,4,2,2,0,4,1,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",10,3,1,2,3,NA,2,NA,NA,NA,2,1,2,1,1,5,1,2,4,1,NA,NA,2
"Estudiante","Facultad de Ciencias Administrativas",11,2,5,5,3,NA,1,NA,NA,NA,NA,2,NA,4,1,4,3,4,4,0,5,2,3
"Estudiante","Facultad de Ingeniería Mecánica",7,5,4,3,4,2,2,NA,NA,NA,3,3,3,3,1,4,3,1,5,0,3,3,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",14,3,3,NA,4,3,2,NA,NA,NA,NA,4,2,2,0,2,2,5,3,1,3,1,4
"Estudiante","Facultad de Ciencias",12,3,3,1,NA,0,2,NA,NA,NA,2,1,5,4,1,3,5,2,3,0,2,5,4
"Estudiante","Facultad de Geología y Petróleos",7,1,3,5,4,0,NA,NA,NA,NA,4,NA,4,NA,NA,1,3,1,3,1,3,2,4
"Estudiante","Facultad de Geología y Petróleos",14,3,5,3,1,0,1,NA,NA,NA,NA,5,5,5,0,1,2,4,3,1,NA,2,3
"Estudiante","Facultad de Ingeniería de Sistemas",10,3,2,2,NA,3,2,NA,NA,NA,4,5,4,2,0,2,4,2,5,1,2,4,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",12,5,1,3,3,0,NA,NA,NA,NA,3,1,5,NA,0,2,3,2,4,1,4,4,2
"Estudiante","Facultad de Ingeniería Mecánica",4,4,2,1,3,2,2,NA,NA,NA,3,2,4,5,0,3,5,3,2,0,4,3,2
"Estudiante","Facultad de Geología y Petróleos",17,4,2,3,2,3,3,NA,NA,NA,1,5,3,4,0,2,3,4,5,1,5,4,4
"Estudiante","Facultad de Ingeniería de Sistemas",8,5,3,2,5,0,2,NA,NA,NA,1,1,3,2,1,3,2,4,3,0,4,3,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",13,4,2,5,3,0,4,NA,NA,NA,3,2,5,5,1,3,3,3,5,1,2,2,3
"Estudiante","Facultad de Ingeniería de Sistemas",7,5,4,2,1,0,3,NA,NA,NA,NA,NA,3,2,0,1,3,3,4,1,4,5,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",6,3,5,3,NA,0,4,NA,NA,NA,3,1,3,4,0,2,3,3,5,0,5,4,4
"Estudiante","Facultad de Ingeniería Mecánica",13,1,3,4,4,3,2,NA,NA,NA,4,4,NA,1,0,2,5,1,3,1,2,4,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",2,1,4,4,2,3,3,NA,NA,NA,3,2,4,4,1,3,1,5,1,0,2,1,1
"Estudiante","Facultad de Ciencias",11,NA,2,3,3,2,1,NA,NA,NA,3,4,4,3,1,3,5,3,4,0,4,NA,4
"Estudiante","Facultad de Ciencias",10,5,5,5,3,1,1,NA,NA,NA,2,5,1,4,1,1,3,2,5,0,3,3,4
"Estudiante","Facultad de Ingeniería Mecánica",8,2,2,5,NA,1,1,NA,NA,NA,2,1,4,2,1,3,3,2,3,1,1,2,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",10,2,2,3,3,1,1,NA,NA,NA,NA,2,3,1,0,1,3,3,2,0,1,3,2
"Estudiante","Facultad de Geología y Petróleos",5,3,5,3,4,3,4,NA,NA,NA,2,4,NA,3,NA,1,5,3,5,0,NA,3,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",12,5,3,4,1,2,2,NA,NA,NA,5,1,NA,2,1,3,1,4,2,0,3,2,1
"Estudiante","Facultad de Ingeniería de Sistemas",5,NA,2,3,3,1,1,NA,NA,NA,5,2,NA,2,0,3,5,5,3,1,3,3,3
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",4,3,3,2,2,3,2,NA,NA,NA,4,2,2,3,0,4,3,1,3,0,NA,2,2
"Estudiante","Facultad de Ciencias",8,5,2,3,3,0,1,NA,NA,NA,4,2,4,1,1,4,4,3,3,0,5,2,4
"Estudiante","Facultad de Ingeniería Mecánica",16,NA,1,3,4,0,2,NA,NA,NA,5,NA,4,3,1,3,4,4,3,1,1,1,4
"Estudiante","Facultad de Ingeniería Mecánica",4,3,1,4,4,3,3,NA,NA,NA,NA,3,3,1,1,3,3,2,1,1,1,4,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",11,1,4,2,4,3,4,NA,NA,NA,2,NA,1,3,0,5,3,2,5,1,4,3,4
"Estudiante","Facultad de Ingeniería Mecánica",10,5,4,5,4,2,1,NA,NA,NA,4,1,3,3,1,2,3,2,2,0,4,NA,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",1,2,1,3,3,0,1,NA,NA,NA,3,5,2,5,1,3,3,3,2,0,3,3,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",2,3,5,4,NA,2,3,NA,NA,NA,4,2,2,5,0,4,1,3,4,0,4,2,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",4,5,NA,1,5,2,4,NA,NA,NA,NA,4,3,3,1,1,3,2,5,0,2,3,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",11,5,NA,4,3,0,4,NA,NA,NA,1,2,1,NA,1,2,3,3,3,0,4,3,4
"Estudiante","Facultad de Ingeniería de Sistemas",8,2,3,1,3,1,2,NA,NA,NA,2,1,2,5,1,3,4,3,5,0,3,4,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",19,3,5,5,3,2,2,NA,NA,NA,3,5,4,NA,1,4,1,1,2,0,3,1,1
"Estudiante","Facultad de Ingeniería Mecánica",11,3,2,1,1,2,1,NA,NA,NA,NA,3,2,4,0,1,2,4,5,1,4,1,3
"Estudiante","Facultad de Ingeniería Civil y Ambiental",13,2,1,3,3,0,1,NA,NA,NA,4,5,2,3,1,2,4,2,3,0,5,3,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",16,3,1,5,2,1,2,NA,NA,NA,3,4,5,5,1,3,4,2,1,0,3,4,4
"Estudiante","Facultad de Ciencias",5,4,2,2,5,0,NA,NA,NA,NA,3,4,2,4,0,5,2,2,4,1,3,4,1
"Estudiante","Facultad de Ciencias Administrativas",11,4,2,2,3,1,NA,NA,NA,NA,4,3,3,5,1,5,4,4,5,0,3,5,3
"Estudiante","Facultad de Ingeniería de Sistemas",13,3,4,3,2,1,4,NA,NA,NA,2,3,1,3,1,2,2,4,4,1,5,4,4
"Estudiante","Facultad de Ingeniería de Sistemas",16,1,5,5,4,0,2,NA,NA,NA,4,3,3,4,1,2,5,2,2,1,NA,3,4
"Estudiante","Facultad de Ciencias Administrativas",13,5,1,4,5,0,1,NA,NA,NA,2,4,3,2,0,1,4,3,3,1,5,5,1
"Estudiante","Facultad de Ciencias",11,3,2,5,3,3,4,NA,NA,NA,NA,NA,5,NA,0,3,2,3,3,1,2,2,3
"Estudiante","Facultad de Ciencias",3,5,3,4,2,3,2,NA,NA,NA,1,1,3,3,0,5,3,4,5,0,2,4,1
"Estudiante","Facultad de Ciencias Administrativas",12,4,5,1,5,1,2,NA,NA,NA,1,2,4,3,1,4,1,2,1,0,3,4,2
"Estudiante","Facultad de Geología y Petróleos",11,2,1,5,2,0,4,NA,NA,NA,2,3,3,1,1,2,3,2,4,1,1,1,2
"Estudiante","Facultad de Ciencias",12,3,4,4,4,1,2,NA,NA,NA,3,2,1,3,1,3,1,3,2,1,NA,5,4
"Estudiante","Facultad de Ingeniería de Sistemas",11,3,3,1,5,1,NA,NA,NA,NA,3,3,5,3,1,1,3,1,2,1,2,3,2
"Estudiante","Facultad de Ingeniería de Sistemas",7,3,2,4,NA,3,2,NA,NA,NA,5,5,4,2,1,5,3,5,1,0,2,4,3
"Estudiante","Facultad de Geología y Petróleos",8,4,1,3,4,2,3,NA,NA,NA,1,1,3,3,NA,4,3,2,3,0,5,2,1
"Estudiante","Facultad de Geología y Petróleos",12,3,4,3,NA,2,4,NA,NA,NA,3,5,3,3,1,3,3,3,2,1,5,2,1
"Estudiante","Facultad de Ingeniería Mecánica",9,3,3,2,4,0,1,NA,NA,NA,NA,4,3,2,NA,4,1,1,3,0,4,3,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",3,1,2,NA,2,NA,1,NA,NA,NA,4,1,3,4,1,3,3,2,3,1,5,4,4
"Estudiante","Facultad de Ingeniería Química y Agroindustria",6,1,3,2,5,NA,2,NA,NA,NA,2,4,3,3,1,2,4,5,3,0,2,1,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",0,5,4,5,3,2,NA,NA,NA,NA,2,4,1,2,0,2,1,4,5,1,3,2,2
"Estudiante","Facultad de Ingeniería Mecánica",2,4,5,4,1,1,3,NA,NA,NA,4,4,1,2,0,3,3,2,3,0,4,5,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",7,5,3,2,4,0,2,NA,NA,NA,3,4,3,3,1,5,3,3,3,1,5,NA,1
"Estudiante","Facultad de Ciencias Administrativas",3,5,5,2,2,3,2,NA,NA,NA,3,2,5,3,1,2,2,3,4,1,4,3,3
"Estudiante","Facultad de Ciencias Administrativas",2,1,3,4,4,1,4,NA,NA,NA,3,1,4,1,0,3,4,2,2,0,4,5,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",15,5,5,2,1,NA,3,NA,NA,NA,NA,5,1,2,NA,3,4,1,5,0,3,5,4
"Estudiante","Facultad de Geología y Petróleos",5,2,4,3,NA,0,2,NA,NA,NA,2,2,3,5,0,3,3,1,3,1,3,3,3
"Estudiante","Facultad de Ciencias",3,2,4,2,4,2,3,NA,NA,NA,3,4,2,3,1,4,4,3,2,1,3,NA,2
"Estudiante","Facultad de Geología y Petróleos",7,5,4,2,2,0,4,NA,NA,NA,3,3,1,4,0,4,3,3,1,0,1,3,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",16,2,4,NA,2,0,2,NA,NA,NA,2,3,2,5,1,4,2,1,3,1,4,NA,3
"Estudiante","Facultad de Ingeniería de Sistemas",12,4,4,NA,1,0,1,NA,NA,NA,4,1,NA,3,NA,1,5,3,3,1,5,4,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",11,NA,1,NA,NA,2,4,NA,NA,NA,3,3,NA,3,1,4,5,4,1,0,4,4,2
"Estudiante","Facultad de Ciencias Administrativas",15,3,5,1,5,1,3,NA,NA,NA,3,4,NA,3,1,2,5,5,2,0,3,1,2
"Estudiante","Facultad de Ciencias Administrativas",3,3,3,1,1,1,4,NA,NA,NA,3,2,4,3,1,4,3,3,3,1,1,3,1
"Estudiante","Facultad de Ciencias",12,3,4,2,3,3,1,NA,NA,NA,3,3,1,3,1,2,2,3,5,1,4,4,3
"Estudiante","Facultad de Geología y Petróleos",4,3,3,4,2,2,3,NA,NA,NA,3,3,5,5,1,1,2,2,3,0,5,2,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",8,4,2,2,1,0,1,NA,NA,NA,4,5,3,1,1,5,4,5,3,0,5,5,1
"Estudiante","Facultad de Ciencias Administrativas",21,1,3,1,2,0,NA,NA,NA,NA,5,3,5,2,1,4,4,1,3,1,NA,2,4
"Estudiante","Facultad de Ciencias Administrativas",14,4,3,4,1,2,NA,NA,NA,NA,2,NA,2,3,1,3,2,3,3,0,3,4,3
"Estudiante","Facultad de Ingeniería Mecánica",13,3,5,3,3,1,3,NA,NA,NA,3,2,1,2,1,5,4,1,2,1,4,5,4
"Estudiante","Facultad de Ingeniería Mecánica",1,2,1,3,1,2,4,NA,NA,NA,3,3,3,4,0,2,3,2,4,1,4,4,2
